qitem,label,description,tier,positions_held,sitelink_count,statements,en_title,lg_title,ugandan_citizen
Q24572755,Benna Namugwanya,Ugandan politician,Parliament,Member of Parliament of Uganda,6,12,Benna Namugwanya,Benna Namugwanya,yes
Q105955426,Christine Bukenya Ssendawula,Ugandan politician,Parliament,member of parliament,2,12,Christine Bukenya Ssendawula,Christine Bukenya Ssendawula,yes
Q111363094,Esther Opoti Dhugira,Ugandan legislator and teacher,Parliament,member of parliament,4,12,Esther Opoti Dhugira,Esther Opoti Dhugira,yes
Q105965184,Gorreth Namugga,Ugandan politician,Parliament,Member of Parliament of Uganda,5,12,Gorreth Namugga,Gorreth Namugga,yes
Q105942517,Jacinta Athieno Ayo,Ugandan politician and member of the parliament,Parliament,Member of Parliament of Uganda,5,12,Jacinta Athieno Ayo,Jacinta Athieno Ayo,yes
Q105966258,Josyline Kamateneti,Ugandan politician,Parliament,Member of Parliament of Uganda,4,12,Josyline Kamateneti,Josyline Kamateneti,yes
Q105951016,Jovanice Twinobusingye,Ugandan politician,Parliament,member of parliament,4,12,Jovanice Twinobusingye,Jovanice Twinobusingye,yes
Q105956689,Juliet Kakande Nakabuye,Ugandan politician,Parliament,Member of Parliament of Uganda,3,12,Juliet Kakande Nakabuye,Juliet Kakande Nakabuye,yes
Q105965509,Kevin Ojinga Kaala,Ugandan politician,Parliament,Member of Parliament of Uganda,4,12,Kevin Ojinga Kaala,Kevin Ojinga Kaala,yes
Q139554921,Lakisa Mercy Faith,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,12,Mercy Faith Lakisa,Mercy Faith Lakisa,yes
Q137991609,Muhooza Desire,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,0,12,,,yes
Q137993772,Pamela Annet Kirungi,Ugandan politician,Parliament,Member of Parliament of Uganda,3,12,Pamela Annet Kirungi,Pamela Annet Kirungi,yes
Q105966087,Zomura Manezo,Ugandan politician,Parliament,Member of Parliament of Uganda,4,12,Zomura Manezo,Zomura Manezo,yes
Q138127827,Alinaitwe Sylvia Tumuheirwe,Ugandan politician,Parliament,District Woman Representative; Member of Parliament of Uganda,2,11,Sylvia Tumuheirwe Alinaitwe,Sylvia Tumuheirwe Alinaitwe,no
Q105883360,Annet Musika,Ugandan politician,Parliament,member of parliament,0,11,,,yes
Q105839468,Asha Aisha Kabanda Nalule,Ugandan politician,Parliament,member of parliament,0,11,,,yes
Q133502704,Betty Muzanira,Ugandan politician,Parliament,Member of Parliament of Uganda,2,11,Betty Muzanira,Betty Muzanira,yes
Q138005525,Esther Majambere Musoke,Ugandan politician,Parliament,member of parliament,4,11,Esther Majambere Musoke,Esther Majambere Musoke,yes
Q61662345,Flavia Byekwaso,Ugandan female military general,Parliament,Member of Parliament of Uganda,3,11,Flavia Byekwaso,Flavia Byekwaso,no
Q111434932,Iriama Margaret,Ugandan politician,Parliament,member of parliament,5,11,Iriama Margaret,Iriama Margaret,yes
Q111291998,Kayagi Sarah Netalisire,Ugandan politician and member of the parliament,Parliament,member of parliament,0,11,,,yes
Q111363446,Kiboijana Margaret N,Ugandan politician,Parliament,member of parliament,2,11,Kiboijana Margaret N,Kiboijana Margaret N,yes
Q106338475,Margaret Rwabushaija,Ugandan politician,Parliament,Member of Parliament of Uganda,2,11,Margaret Rwabushaija,Margaret Rwabushaija,yes
Q105966714,Margret Okunga Makoha,Ugandan politician,Parliament,Member of Parliament of Uganda,3,11,Margret Okunga Makoha,Margret Okunga Makoha,yes
Q105962661,Margret Rwebyambu,Ugandan politician,Parliament,member of parliament,4,11,Margaret Rwebyambu,Margaret Rwebyambu,yes
Q105958498,Medius Kaharata Natukunda,Ugandan politician,Parliament,Member of Parliament of Uganda,3,11,Medius Kaharata Natukunda,Medius Kaharata Natukunda,yes
Q137993222,Nanzala Metrine,Ugandan politician,Parliament,Member of Parliament of Uganda,0,11,,,yes
Q105966807,Sylvia Vicky Awas,Ugandan politician,Parliament,Member of Parliament of Uganda,2,11,Sylvia Vicky Awas,Sylvia Vicky Awas,yes
Q138575108,Theresa Odongo-Oduka,Ugandan politician,Parliament,member of parliament,1,11,,,yes
Q136682581,Waako Joy Peggy,Ugandan politician,Parliament,Member of Parliament of Uganda; Older Persons Representative,0,11,,,yes
Q111089868,Acen Rhoda,Ugandan Politician and diplomat,Parliament,Member of Parliament of Uganda,3,10,Acen Rhoda,Acen Rhoda,yes
Q111307347,Barumba Beatrice Rusaniya,Ugandan politician,Parliament,member of parliament,5,10,Barumba Beatrice Rusaniya,Barumba Beatrice Rusaniya,yes
Q137988585,Charity Lenia,Ugandan politician,Parliament,member of parliament,3,10,Charity Lenia,Charity Lenia,yes
Q106263496,Christine Ayo Achen,Ugandan politician and administrator,Parliament,Member of Parliament of Uganda,5,10,Christine Ayo Achen,Christine Ayo Achen,yes
Q111179575,Eudia Kwizera,Ugandan politician,Parliament,member of parliament,5,10,Kwizera Eudia,Kwizera Eudia,yes
Q105956780,Harriet Nakiyemba Ssebuwufu,Ugandan politician,Parliament,member of parliament,0,10,,,yes
Q137995601,Ibaseret Josephine,Ugandan politician,Parliament,Member of Parliament of Uganda,3,10,Josephine Ibaseret,Josephine Ibaseret,yes
Q138819084,Lilian Nakate,Ugandan politician,Parliament,Member of Parliament of Uganda,0,10,,,yes
Q140930658,Mwesigwa Mathias,Ugandan politician,Parliament,Member of Parliament of Uganda,0,10,,,yes
Q111438956,Nakato Kyabangi Katusime,Ugandan politician,Parliament,member of parliament,4,10,Nakato Kyabangi Katusiime,Nakato Kyabangi Katusiime,yes
Q137972385,Phiona Oriziru,Ugandan politician,Parliament,member of parliament,0,10,,,yes
Q61696432,Susan Lakot,Ugandan military officer,Parliament,Member of Parliament of Uganda,4,10,Susan Lakot,Susan Lakot,no
Q111082677,Wabwire Rose Munyira,Ugandan politician,Parliament,Member of Parliament of Uganda,0,10,,,yes
Q105883414,ibyaze Peace,Ugandan politician,Parliament,member of parliament,0,10,,,yes
Q137994155,Atukunda Rebecca,Ugandan politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q137996811,Benedetta Chandia Kodili,Ugandan politician,Parliament,member of parliament,0,9,,,yes
Q138161336,Betty Aciro,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q18683782,Concy Aciro,Ugandan politician,Parliament,Member of Parliament of Uganda,6,9,Concy Aciro,Concy Aciro,yes
Q138001782,Harriet Anyimo,Ugandan politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q138001597,Harriet Nalweende,Woman Member of Parliament Kayunga District,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q138161337,Janet Chebet,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q136682582,Midius Natukunda,"Member of Parliament for DWR, Rukungiri and member of the Committee on National Economy",Parliament,Member of Parliament of Uganda,0,9,,,yes
Q140930656,Mukalazi Amina,Ugandan politician,Parliament,Ex officio member of Parliament of Uganda; Member of Parliament of Uganda,0,9,,,yes
Q140930657,Mulondo Cissy,Ugandan politician,Parliament,Ex officio member of Parliament of Uganda; Member of Parliament of Uganda,0,9,,,yes
Q138004783,Paska Menya Aciro,Ugandan politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q138161339,Prossy Namusisi,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q138161331,Prossy Nanyonga,Ugandan Politician,Parliament,Member of Parliament of Uganda; education assistant,0,9,,,yes
Q138005579,Shamimu Nanfuna,Ugandan politician,Parliament,member of parliament,0,9,,,yes
Q137999708,Vitarine Nansubuga Nalumansi,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,9,,,yes
Q24572836,Adrian Tibaleka,Ugandan politician,Parliament,Member of Parliament of Uganda,5,8,Adrian Tibaleka,Adrian Tibaleka,yes
Q138161345,Brenda Achieng,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q138161334,Brenda Aciro,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q137992471,Bridget Kiiza,Ugandan politician,Parliament,member of parliament,0,8,,,yes
Q137988673,Chandia Bernadette Kodili,Ugandan politician,Parliament,member of parliament,0,8,,,yes
Q118131226,Flolerence Jematia Chepsergon,Politician,Parliament,East African Legislative Assembly; member of parliament,0,8,,,no
Q138161349,Hellen Kyomugisha,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q138161352,Joan Kansiime,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q111362760,Juliet Rainer Kafiire,Ugandan politician and legislator,Parliament,member of parliament,4,8,Juliet Rainer Kafiire,Juliet Rainer Kafiire,yes
Q117293381,Milly Mugeni,Ugandan politician,Parliament,member of parliament,0,8,,,yes
Q138005806,Nyasio Mudimi,Ugandan politician,Parliament,member of parliament,3,8,Nyasio Mudimi,Nyasio Mudimi,yes
Q137988628,Pamera Anne Kirungi,Woman Member of Parliament,Parliament,member of parliament,0,8,,,yes
Q138161354,Prossy Kabugho,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q24572730,Ruth Achieng,Ugandan politician,Parliament,Member of Parliament of Uganda,6,8,Ruth Achieng,Ruth Achieng,yes
Q138161356,Ruth Kyomugisha,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q138161343,Sarah Akol,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q138161330,Sarah Nanyonga,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q138161350,Sarah Tumwine,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,8,,,yes
Q111422299,Acayo Christine Cwinya,Ugandan politician,Parliament,Member of Parliament of Uganda,3,7,Acayo Christine Cwinya,Acayo Christine Cwinya,yes
Q111531031,Alleluya Rosette Ikote,"Ugandan legislator, former Member of Parliament",Parliament,member of parliament,4,7,Alleluya Rosette Ikote,Alleluya Rosette Ikote,yes
Q116604844,Beatrice Amongi Lagada,Uganda politician,Parliament,Member of Parliament of Uganda,0,7,,,yes
Q138161355,Janet Kyaligonza,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,7,,,yes
Q111487131,Jeninah Ntabgoba,Ugandan legislator and author,Parliament,member of parliament,4,7,Jeninah Ntabgoba,Jeninah Ntabgoba,yes
Q24572355,Kevinah Taaka Wanaha Wandera,Ugandan politician,Parliament,Member of Parliament of Uganda,2,7,Kevinah Taaka Wanaha Wandera,Kevinah Taaka Wanaha Wandera,yes
Q138161346,Prossy Katusiime,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,7,,,yes
Q138161342,Ruth Namutaawe,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,7,,,yes
Q138161340,Sarah Nabirye,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,7,,,yes
Q116605534,Silvia Akello,Uganda politician,Parliament,Member of Parliament of Uganda,0,7,,,yes
Q138161351,,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,6,,,yes
Q20810576,Dora Byamukama,Ugandan politician and lawyer,Parliament,Member of Parliament of Uganda,6,6,Dora Byamukama,Dora Byamukama,no
Q138161357,Grace Nyakato,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,6,,,yes
Q121090670,Grace Oburu,Ugandan politician,Parliament,member of parliament,4,6,Grace Oburu,Grace Oburu,yes
Q138161332,Resty Nanyonga,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,6,,,yes
Q136682587,Grace Aulo Mbabazi,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,4,,,yes
Q136682588,Janat Akorimoe Akech,Ugandan Politician,Parliament,Member of Parliament of Uganda,0,4,,,yes
Q96758100,Salma Lakhani,Ugandan Lieutenant Governor of Alberta since 2020,Public service,Lieutenant Governor of Alberta,9,21,Salma Lakhani,,yes
Q107711205,Aminah Zawedde,Ugandan computer scientist (born c. 1978),Public service,permanent secretary,3,16,Aminah Zawedde,Aminah Zawedde,yes
Q141265972,Kedrace R. Turyagyenda,Ugandan secretary,Public service,permanent secretary,0,12,,,yes
Q137988579,Rose Kirabira,Ugandan politician,Public service,Resident District Commissioner,0,12,,,yes
Q141164106,Catherine Bitarakwate,"Ugandan public administrator and Permanent Secretary, Ministry of Public Service",Public service,permanent secretary,0,10,,,yes
Q141173520,Dorcas Wagima Okalany,Ugandan civil servant,Public service,permanent secretary,0,10,,,yes
Q138819593,Hellen Seku,Ugandan commissioner,Public service,commissioner,0,10,,,yes
Q141169247,Doreen Katusiime,Ugandan civil servant,Public service,permanent secretary,0,9,,,yes
Q133830126,Elizabeth Muwanga,Ugandan civil servant and Police officer,Public service,inspector general of Police,2,9,Elizabeth Muwanga,Elizabeth Muwanga,yes
Q141266061,Deborah Kyarasiime,Ugandan trade specialist,Public service,commissioner,0,8,,,yes
Q133868272,Juliet Muzoora Atuhairwe,Commissioner for secondary Education in Uganda’s Ministry of Education and sports,Public service,commissioner,2,8,Juliet Muzoora,Juliet Muzoora,yes
Q141174487,Edith Nsajja Mwanje,Ugandan civil servant,Public service,permanent secretary,0,7,,,yes
Q141169187,Rosette Byengoma,"Ugandan civil servant and Permanent Secretary, Ministry of Defence and Veteran Affairs",Public service,permanent secretary,0,7,,,yes
Q139501379,Salaamu Musumba,"Ugandan politician, policy analyst, and former journalist",Local government,Chairperson LC5,3,19,Salaamu Musumba,Salaamu Musumba,yes
Q96787826,Barbara Saben,Ugandan politician,Local government,mayor,4,14,Barbara Saben,Barbara Saben,yes
Q140734638,Jemimah Buhanda Tumwijukye,Politician,Local government,Chairperson LC5,0,11,,,yes
Q548029,Audrey Richards,English anthropologist (1899–1984),Not a public office,President of The Uganda Society,10,86,Audrey Richards,,no
Q59533400,Margaret Trowell,British artist and academic,Not a public office,President of The Uganda Society,2,38,Margaret Trowell,Margaret Trowell,no
Q57883753,Annettee Nakimuli,"Ugandan obstetrician, gynecologist, medical researcher, academic and academic administrator",Not a public office,dean,5,27,Annettee Nakimuli,Annettee Nakimuli,yes
Q85020286,Maria G. N. Musoke,Ugandan information scientist and academician,Not a public office,university librarian,4,25,Maria Musoke,Maria Musoke,yes
Q18386326,Pamela Mbabazi,Ugandan academic,Not a public office,associate professor,5,25,Pamela Mbabazi,Pamela Mbabazi,yes
Q81306294,Ruth Sebatindira,Ugandan corporate and tax lawyer,Not a public office,Judicial Service Commission; Ligomarc Advocates; Uganda Law Society,6,24,Ruth Sebatindira,Ruth Sebatindira,yes
Q66606322,Gudula Naiga Basaza,Ugandan entrepreneur and business executive,Not a public office,director; vice-chancellor,5,23,Gudula Naiga Basaza,Gudula Naiga Basaza,yes
Q141160688,Patience Museveni Rwabwogo,"Ugandan 1st daughter, pastor and episcopal bishop",Not a public office,bishop,0,21,,,yes
Q118045990,Sylvia Angubua Baluka,Ugandan microbiologist and researcher,Not a public office,lecturer,0,21,,,yes
Q431624,Miria Obote,First Lady of Uganda,Not a public office,First Lady of Uganda,13,20,Miria Obote,Miria Obote,yes
Q20179441,Sarah Kyolaba,"Ugandan model and hairdresser, wife of Idi Amin (1955-2015)",Not a public office,First Lady of Uganda,9,20,Sarah Kyolaba,Sarah Kyolaba,yes
Q67312720,Ben Mary Muwanga,Ugandan netball player,Not a public office,national team coach,2,19,Ben Mary Muwanga,Ben Mary Muwanga,yes
Q112039573,Priscilla Nyadoi,"Ugandan Professor of Forestry, Environmentalist and Author",Not a public office,lecturer,0,18,,,yes
Q54228209,Amanda Tumusiime,Ugandan academic,Not a public office,art historian,3,17,Amanda Tumusiime,Amanda Tumusiime,yes
Q83613987,Rita Aciro,Women and human rights defender,Not a public office,executive director,9,17,Rita Aciro,Rita Aciro,yes
Q118578877,Sarah Bireete,"Ugandan Lawyer, Human rights defender and Political activist",Not a public office,chairperson; executive director; lawyer,3,17,Sarah Bireete,Sarah Bireete,yes
Q123509793,Shahasi Yusuf Athman,"Ugandan Botanist, Microbiologist, Biotechnologist lecturer",Not a public office,lecturer; postdoctoral researcher; project officer,0,17,,,yes
Q105904137,Sylvia Bahireira Tumwekwase,Ugandan politician,Not a public office,politician,2,17,Sylvia Bahireira Tumwekwase,Sylvia Bahireira Tumwekwase,yes
Q140982823,Patience Nitumwesiga,"Ugandan feminist filmmaker, writer and artist",Not a public office,assistant director,0,16,,,yes
Q99735292,Pheona Wall,Ugandan lawyer,Not a public office,Uganda Law Society,3,16,Pheona Wall,,yes
Q120786056,Sarah Kaddu,"Ugandan librarian, LIS educator, and administrator",Not a public office,dean,0,16,,,yes
Q17308883,Tete Chelangat,Ugandan member of parliament,Not a public office,politician,7,16,Tete Chelangat,Tete Chelangat,yes
Q125423041,Josephine Kakooza,Uganda police officer and band leader,Not a public office,director of bands,3,14,Josephine Kakooza,Josephine Kakooza,yes
Q131313247,Nayiga Patricia,Ugandan footballer (born 2008),Not a public office,captain; midfielder,3,14,Nayiga Patricia,Nayiga Patricia,yes
Q141224146,Sarah Evelyn Nabwire Ssali,Ugandan academic and professor,Not a public office,Deputy Vice Chancellor; dean of students,0,14,,,yes
Q137901058,Alice Ruhweza,Ugandan environment advocate,Not a public office,president,0,13,,,yes
Q111333689,Diana Angwech,Ugandan Lawyer,Not a public office,deputy chairperson,6,12,Diana Angwech,Diana Angwech,yes
Q108083083,Elizabeth Kyazike,Ugandan archaeologist,Not a public office,dean,3,12,Elizabeth Kyazike,Elizabeth Kyazike,yes
Q117477457,Joy Lehai Kanyarutokye,first Ugandan woman to be crowned Miss Uganda with both parents Ugandan,Not a public office,Miss Uganda,4,12,Joy Lehai Kanyarutokye,Joy Lehai Kanyarutokye,yes
Q124736459,Milly Nassolo,"Ugandan social entrepreneur, activist and lawyer",Not a public office,co-founder; director,6,12,Milly Nassolo,Milly Nassolo,yes
Q43356759,Specioza Kimera Ndagire,"Ugandan businesswoman, and corporate executive",Not a public office,managing director,6,12,Specioza Kimera Ndagire,Specioza Kimera Ndagire,yes
Q62099342,Catherine Adipo,Ugandan Football Referee,Not a public office,association football referee,0,11,,,yes
Q141246875,Gladys Nsibirwa Wambuzi,Ugandan educationist,Not a public office,head teacher,0,11,,,yes
Q138819503,Harriet Ssali Nalukwago,Ugandan lawyer,Not a public office,registrar,0,11,,,yes
Q136799319,Josephine Okwera Akullu,health professional in Uganda,Not a public office,director,0,11,,,yes
Q141247059,Rebecca Mirembe Nyonyintono,Ugandan educationist,Not a public office,senior lecturer; sociologist,1,11,Rebecca Mirembe Nyonyintono,,yes
Q140041866,Cathy Mwesigwa,Ugandan journalist,Not a public office,deputy editor,0,10,,,yes
Q116938961,Celestino Mindra,Ugandan engineer and sports administrator,Not a public office,president,0,10,,,yes
Q133878843,Eseza Makumbi,Ugandan politician and women's rights advocate active in the 1950s and 1960s,Not a public office,legislator,0,10,,,yes
Q141263597,Hellen Nambalirwa Nkabala,Ugandan education administrator,Not a public office,chairperson of the executive board,0,10,,,yes
Q139806743,Josephine Olok,Ugandan entrepreneur,Not a public office,chief executive officer,0,10,,,yes
Q140073040,Mercy Walukamba,Ugandan politician,Not a public office,chairperson,0,10,,,yes
Q141263362,Sylvia Mwebesa Kajubi,Ugandan education administrator,Not a public office,prorector,0,10,,,yes
Q138807898,Ann Musinguzi,Ugandan lawyer,Not a public office,executive director,0,9,,,yes
Q141263218,Betty Akullu Ezati,Ugandan teacher,Not a public office,chancellor; dean,0,9,,,yes
Q133820056,Lydia Mungherera,Ugandan Medical Doctor,Not a public office,chief executive officer,3,9,Lydia Mungherera,Lydia Mungherera,yes
Q139659258,Stella Marie Biwaga Cingtho,Ugandan lawyer,Not a public office,board chairman,0,9,,,yes
Q133842450,Wendy Angudeyo,Ugandan golfer,Not a public office,captain,0,9,,,yes
Q133889033,Agnes Ariho Babugura,Ugandan Academician and researcher in the field of environmental science,Not a public office,associate professor,0,8,,,yes
Q133857472,Angella Nanyonjo,Rugby player,Not a public office,captain,0,8,,,yes
Q131301500,Anny Katabaazi Bwengye,Deputy Vice Chancellor in charge of finance and administration at Kabale University.,Not a public office,Deputy Vice Chancellor,3,8,Anny Katabaazi Bwengye,Anny Katabaazi Bwengye,yes
Q71976585,Brenda Katwesigye,"Ugandan telecom engineer, entrepreneur, tech innovator",Not a public office,chief executive officer,4,8,Brenda Katwesigye,Brenda Katwesigye,yes
Q111096452,Consolata Kabonesa,Ugandan gender activist,Not a public office,associate professor,0,8,,,yes
Q141265814,Edith Tusubira,Ugandan financial regulator,Not a public office,executive director,0,8,,,yes
Q54224657,Florence Ssajabi,Ugandan academic,Not a public office,Deputy Vice Chancellor,0,8,,,yes
Q133842436,Gloria Mbaguta,Ugandan golfer,Not a public office,team manager,0,8,,,yes
Q120799369,Helen Byamugisha,"Ugandan librarian, LIS educator, administrator and researcher",Not a public office,university librarian,0,8,,,yes
Q139801233,Irene Zikusooka,Ugandan media personality,Not a public office,chairperson,0,8,,,yes
Q136823017,Joan Mukasa Menya,sales and marketing professional,Not a public office,managing director,0,8,,,yes
Q134268451,Lilian Hope Amoit,Lacrosse player,Not a public office,defender,0,8,,,yes
Q139801379,Lilian Nakigozi,Ugandan social entrepreneur,Not a public office,chief executive officer,0,8,,,yes
Q136800482,Lillian Kansiime,marketing and communications specialist,Not a public office,brand manager,0,8,,,yes
Q138548612,Maureen Agena,Ugandan technologist,Not a public office,co-founder,0,8,,,yes
Q133842420,Peace Kabasweka,Ugandan golfer,Not a public office,captain,0,8,,,yes
Q138819410,Angella Nabwowe Kasule,Ugandan lawyer,Not a public office,executive director,0,7,,,yes
Q139801599,Edith Kutesa,Ugandan entrepreneur,Not a public office,chief executive officer,0,7,,,yes
Q111442515,Grace Kyomugisha,Ugandan politician,Not a public office,colonel,0,7,,,yes
Q110977561,Irene Kaggwa Sewankambo,Ugandan electrical engineer,Not a public office,director,0,7,,,yes
Q139621717,Joselynne Rwabogo,Ugandan engineer,Not a public office,managing director,0,7,,,yes
Q139659279,Lydia Ochieng Obbo,Ugandan lawyer,Not a public office,board chairman,0,7,,,yes
Q138545573,Meridah Nandudu,Ugandan entrepreneur,Not a public office,executive director,1,7,,,yes
Q139801428,Peace Kuteesa Nassanga,Ugandan engineer,Not a public office,chief executive officer,0,7,,,yes
Q111442688,Sarah Mpabwa,Ugandan politician,Not a public office,Lieutenant Colonel,0,7,,,yes
Q139801645,Shamim Nabuuma Kaliisa,Ugandan entrepreneur,Not a public office,chief executive officer,1,7,,,yes
Q133525510,Solome Nakaweesi Kimbugwe,Ugandan women's rights activist,Not a public office,director,4,7,Solome Nakaweesi Kimbugwe,Solome Nakaweesi Kimbugwe,yes
Q139801685,Stella Lugalambi,Ugandan entrepreneur,Not a public office,chief executive officer,0,7,,,yes
Q133887745,Norah Alum,Field hockey player,Not a public office,captain,0,6,,,yes
Q117021751,Regina Laboke,Founder and Principal at Mt of Olives College Kakiri.,Not a public office,head teacher,0,6,,,yes
