qitem,label,field,statements,date_of_birth,occupation_names,description
Q137103392,Gladys Kachope,Other / unspecified,6,1968-01-01T00:00:00Z,educator,Ugandan educator
Q131279030,Gloria Nawanyaga,Law,6,,"lawyer, HIV/AIDS activist",human rights lawyer
Q141267374,Gloriah Nandawula,Business & finance,6,,entrepreneur,Ugandan entrepreneur
Q138003639,Grace Amoriot,Politics & government,6,,politician,Ugandan Politician
Q138002291,Grace Ankunda Bekunda Bwesigye,Politics & government,6,,politician,Ugandan Politician
Q133890008,Grace Charlotte Karugaba Kabunga,Other / unspecified,6,,board member,A board member of Uganda Railways Corporation
Q133879039,Grace Gidudu,Other / unspecified,6,,communications officer,Assistant director of communications and public affairs at Parliament of Uganda
Q138161357,Grace Nyakato,Politics & government,6,,politician,Ugandan Politician
Q136760388,Harriet Chemutai,Politics & government,6,,politician,Ugandan politician
Q133892600,Harsshitha Loganathan,Other sport,6,,golfer,Ugandan golfer
Q130368996,Helen Namutebi,Activism & social work,6,,social worker,Ugandan Child protection and support social worker
Q126477517,Helena Aluong,Other / unspecified,6,,painter,Ugandan contemporary artist
Q130363716,Hellen Namubiru,Activism & social work,6,,social worker,Ugandan Community integration and support social worker
Q136892905,Hellen Ruth Adeit,Other / unspecified,6,,administrative assistant,Ugandan adminstrative assistant
Q110397344,Henrietta Wolayo,Politics & government,6,,judge,Ugandan judge
Q134267972,Honaranta Nakato,Other sport,6,,wrestler,Ugandan wrestler
Q133861164,Imelda Kameeza,Academia & education,6,,university teacher,University teacher
Q137994544,Irene Mpamulungi,Politics & government,6,,politician,Ugandan politician
Q134182990,Irene Nakimbugwe,Other / unspecified,6,,bodybuilder,Weight lifter
Q133473147,Irene Namatovu,Arts & entertainment,6,,singer,Ugandan musician
Q140504868,Isabell Omara Sigombe,Other sport,6,,,Ugandan swimmer
Q131429384,Isabella Tugume,Media & writing,6,,television presenter,"Event Host , NBS TV"
Q136786872,Jackie Letaru,Other / unspecified,6,,,Ugandan activist
Q140036270,Jackie Tahakanizibwa,Business & finance,6,,business executive,Ugandan corporate executive
Q138005907,Jackline Nandudu,Politics & government,6,,politician,Ugandan Politician
Q133892272,Janati Nandudu,Other sport,6,,rugby player,Ugandan rugby player
Q122184404,Jane Kawalya,Academia & education,6,,"librarian, university teacher",Ugandan librarian
Q140007614,Janet Ajangi,Other / unspecified,6,,,disability rights activist
Q130363788,Janet Alupo,Activism & social work,6,,social worker,Ugandan Child protection and education social worker
Q138003674,Janifer Kyomuhendo Mbabazi,Politics & government,6,,politician,Ugandan Politician
Q133892727,Jenina Nasimolo,Other sport,6,,golfer,golfer
Q140132157,Jennifer okumu Wengi,Media & writing,6,,writer,author
Q138661093,Joan Kyomuhendo,Politics & government,6,,politician,Ugandan politician
Q135925617,Joan Nantumbwe,Other sport,6,,netballer,Ugandan netball player
Q133865018,Joanita Gertrude Bushara,Other / unspecified,6,,high court judge,Acting High Court Judge
Q137993410,Josephine Babugi,Politics & government,6,,politician,Ugandan politician
Q135111745,Josephine Bakhata,Other sport,6,,netballer,Ugandan netball player
Q133460275,Josephine Esaete,Other / unspecified,6,,senior lecturer,A lecturer at Makerere University
Q140032317,Josephine Oketcho,Activism & social work,6,,activist,Ugandan activist
Q133842320,Jovia Nakayenga,Other sport,6,,tennis player,Ugandan female tennis player
Q133892635,Jovia Tugume,Other sport,6,,golfer,Golfer
Q136864258,Joy Osa Nabbanja,Arts & entertainment,6,,musician,gospel musician in Uganda
Q133857017,Joyce Bako,Other / unspecified,6,,karate,Karate
Q120799372,Judith Nanozzi,Academia & education,6,,"librarian, university teacher","Ugandan librarian, LIS educator and administrator"
Q139962728,Judith Peace Acan Onen,Politics & government,6,,politician,Ugandan politician
Q140529280,Judith Sanyu,Football,6,,association football player,Ugandan professional football player
Q131298202,Judithiana Namazzi Ndugwa,Media & writing,6,,television presenter,Ugandan television presenter
Q135232262,Juliet Nakabugo,Other sport,6,,netballer,Ugandan netball player
Q124306671,Kakai Doreen Beatrice,Other / unspecified,6,,herpetologist,Ugandan herpetologist
Q135426463,Kalivamu Noelina,Other sport,6,,boxer,Ugandan Boxer
Q133864667,Kania Rosette Comfort,Other / unspecified,6,,High Court judge,Acting High Court Judge
Q139740918,Kansiime Catherine,Academia & education,6,,"physician, researcher",Uganda doctor
Q139270036,Karungi Monica,Other / unspecified,6,,,Quality Assurance Officer
Q139661834,"Kayaga, Sseremba",Media & writing,6,,writer,Author
Q137604275,Kazibwe Sophie,Academia & education,6,,lecturer,lecturer
Q134178466,Kedrece Turyagyenda,Academia & education,6,,researcher,Commissioner ministry of Education and sports
Q134178393,Ketty Lamaro,Other / unspecified,6,,secretary,Director of Ethics and Integrity
Q139658981,Khadijjah Kebba,Other / unspecified,6,,,Human Rights Defender
Q135426748,Kisakye Loy,Other sport,6,,boxer,Ugandan Boxer
Q137029132,Kyatuhaire Barbra,Other / unspecified,6,,secretary,Administrative secretary Kyambogo
Q133839344,Latifa Kampi,Other sport,6,,tennis player,Ugandan Junior tennis player
Q135426804,Latifah Gift,Other sport,6,,boxer,Ugandan Boxer
Q135232360,Lillian Ajio,Other sport,6,,netballer,Ugandan netball player
Q133864898,Lillian Alum Omara,Other / unspecified,6,,High Court Judge,Acting High Court Judge
Q136804287,Lillian Nalwoga,Academia & education,6,,researcher,policy analyst
Q135984914,Lillian Nampijja,Other sport,6,,netballer,Ugandan netball player
Q138006972,Linda Irene Mugisa,Politics & government,6,,politician,Ugandan Politician
Q139781672,Linda Nabusayi Wamboka,Other / unspecified,6,,press secretary,Ugandan journalist
Q140627378,Lindsey Ninsiima,Other sport,6,,,Ugandan swimmer
Q139962169,Lisa Kusiima,Business & finance,6,,"entrepreneur, content creator","Ugandan content creator, entrepreneur, parenting influencer"
Q136734677,Liz Kobusinge,Arts & entertainment,6,,artist,self taught artist whose drawings and paintings explore the interconnectedness of women
Q116604210,Lorna Eunice Akullo,Other / unspecified,6,,,Uganda politician
Q135427564,Losia Mary,Other sport,6,,boxer,Ugandan Boxer
Q116605827,Loy Akello,Politics & government,6,,politician,Uganda politician
Q133887698,Lucky Akello,Other / unspecified,6,2002-06-14T00:00:00Z,field hockey player,Field Hockey player
Q131401859,Lydia Abenaitwe,Arts & entertainment,6,,actor,"Ugandan actress, Advocate for People with Disabilities"
Q134003599,Lydia Najjemba Wasula,Other / unspecified,6,,probation officer,"A Ugandan administrator, social worker and principal probation officer"
Q133875890,Mahadih Kyambande,Academia & education,6,,lecturer,Lecturer Makerere University Business School
Q133892261,Maimunah Nassozi,Other sport,6,,rugby player,Ugandan rugby player
Q139701531,"Makelele, Kahumba Micheline",Media & writing,6,,writer,Writer
Q135151001,Manano Alhaji,Other sport,6,1995-04-27T00:00:00Z,rugby player,Ugandan Rugby Player
Q110397358,Margaret Apiny,Politics & government,6,,judge,Ugandan judge
Q139659737,Margaret Atim,Media & writing,6,,writer,Ugandan educational administrator
Q110397350,Margaret Mutonyi,Politics & government,6,,judge,Ugandan judge
Q137994422,Margaret Nakavubu Bakubi,Politics & government,6,,politician,Ugandan politician
Q110397341,Margaret Tibulya,Politics & government,6,,judge,Ugandan judge
Q134004855,Maria Ssematiko,Academia & education,6,,researcher,A Ugandan public health specialist and researcher
Q135301645,Mariam Sultan,Other sport,6,,boxer,Ugandan boxer
Q134270981,Marianne Nkwanzi,Other sport,6,,swimmer,Ugandan swimmer
Q134269735,Marion Ansilo,Arts & entertainment,6,,television actor,Actress
Q130363749,Martha Kiggundu,Activism & social work,6,,social worker,Ugandan Health Coordinator for Refugees
Q111534608,Martha Mukisa,Arts & entertainment,6,,musician,Ugandan Musician
Q139659951,Martha Walusimbi,Media & writing,6,,writer,Author
Q133864875,Mary Babirye,Other / unspecified,6,,high court judge,Acting High Court Judge
Q133864916,Mary Kaitesi Kisakye,Other / unspecified,6,,high court judge,Acting High Court Judge
Q139995950,Mary Nabachwa Ssonko,Other / unspecified,6,,,
Q134175397,Masturah Nakimbugwe,Academia & education,6,,lecturer,Lecturer
Q139837916,Mayimuna Nassozi,Other sport,6,,rugby player,Ugandan rugby Player
Q139659841,Mbaseege. Getrude,Media & writing,6,,writer,Author
Q133875954,Milburga Atchero,Other / unspecified,6,,professor,Associate professor in French Language Education
Q137994026,Mildred Apenyo,Media & writing,6,,writer,"writer, yogi, gardener, dancer, feminist, wellness activist"
Q134242282,Miriam Najjemba,Politics & government,6,,politician,Ugandan politician
Q133836503,Miriam Nalule,Other / unspecified,6,,surgeon,medical doctor
Q124358822,Miriam Watsemba,Other / unspecified,6,,photojournalist,Ugandan documentary photo journalist based
Q138003651,Monica Namukose Kamagu,Politics & government,6,,politician,Ugandan Politician
Q133892757,Moureen Okura,Other sport,6,,golfer,Golfer
Q134008521,Mukisa Blessing Shanitah,Other sport,6,,,Chess player
Q136091479,Mundu Zakia,Other sport,6,,boxer,Ugandan female boxer
Q119954197,Musamali Paul Mwasa,Politics & government,6,,politician,Ugandan Member of Parliament representative at the East African Legislative Assembly
Q126197383,Musani Tonny,Media & writing,6,,journalist,journalist in Uganda
Q135425846,Naava Getrude,Other sport,6,,boxer,Ugandan Boxer
Q136089470,Nabatanzi Stella,Other sport,6,,netballer,Ugandan Netball Player
Q138012693,Nagasha Catherine,Politics & government,6,,politician,Ugandan politician
Q135426354,Nakabira Peace,Other sport,6,,boxer,Ugandan Boxer
Q139659825,Nakanwagi Rosette Muwonge,Academia & education,6,,researcher,Researcher
Q136089479,Nakasumba Nuru,Other sport,6,,netballer,Ugandan Netball Player
Q135426254,Nakato Winnie,Other sport,6,,boxer,Ugandan Boxer
Q139662241,"Nakaye, Kellen",Media & writing,6,,writer,Author
Q139666718,Nakayenze Sandra Kibooli,Other / unspecified,6,,business,Business Woman
Q139270046,Nakidde Prossy Mukasa,Other / unspecified,6,,secretary,Warden
Q139741679,Nakiyingi Luggya,Arts & entertainment,6,1994-06-27T00:00:00Z,musician,"Ugandan musical artist, dancer, singer and songwriter"
Q131279009,Nalubega Rashida,Arts & entertainment,6,,actor,Ugandan Actress
Q135178945,Nalukenge Shifah,Other sport,6,,netballer,Ugandan netball player
Q135426347,Namabiro Joy,Other sport,6,,boxer,Ugandan Boxer
Q139962646,Namanya Viola Buroko,Politics & government,6,,politician,Ugandan politician
Q135426814,Namilimu Pauline,Other sport,6,,boxer,Ugandan Boxer
Q135426773,Namitala Angel,Other sport,6,,boxer,Ugandan Boxer
Q139658940,Namuganza Syda Debuni,Other / unspecified,6,,,Finance Manager
Q135424704,Namuyomba Christine,Other sport,6,,boxer,Ugandan Boxer
Q138001775,Nancy Atimango,Politics & government,6,,politician,Ugandan politician
Q137603997,Nankya Jommie,Media & writing,6,,television presenter,Ugandan media personality
Q135424615,Nantongo Shakira,Other sport,6,,boxer,Ugandan Boxer
Q135426437,Nanyanzi Anna,Other sport,6,,boxer,Ugandan Boxer
Q135426859,Natasha Kabagabe,Other sport,6,,boxer,Ugandan Boxer
Q133848714,Nerimah Shaminah,Other sport,6,,golfer,Golfer
Q134984871,Noeline Ajuna,Other sport,6,,netballer,Ugandan netball player
Q133887745,Norah Alum,Other / unspecified,6,,field hockey player,Field hockey player
Q140078847,Nsengiyunya Beverley Nambozo,Media & writing,6,,writer,author
Q135427606,Nzikuru Priscah,Other sport,6,,boxer,Ugandan Boxer
Q133836474,Olive Sentubwe Mugisa,Other / unspecified,6,,gynecologist,Medical doctor
Q138001982,Omondi Flavia,Politics & government,6,,politician,Ugandan Politician
Q139996018,Oyuu Iyute Deborah,Other / unspecified,6,,administrator,
Q140502773,Palma Kirabo,Other sport,6,,,Ugandan swimmer
Q136786865,Pamela Angwech,Other / unspecified,6,,,Ugandan gender and women's specialist and the founder of Gulu Women's Economic Development and Globalisation (GWED-G)
Q134176846,Pamela Ruth Tumwebaze,Academia & education,6,,lecturer,Lecturer
Q135177031,Patience Luck,Other sport,6,,netballer,Ugandan netball player
Q133865660,Patricia Amoko,Other / unspecified,6,,legal secretary,Private Legal Secretary to the Chief Registrar of the Uganda Judiciary.
Q133830642,Pearl Ampeire,Media & writing,6,,journalist,UBC Staff
Q134286965,Peggie Ayesiga,Law,6,,lawyer,Ugandan legal professional
Q139858879,Pofia Nankya,Other / unspecified,6,,"disc jockey, watching",Ugandan  female DJ and  disc spinner
Q139658949,Popurus Aisu,Activism & social work,6,,human rights defender,Human Rights Defender
Q130706751,Priscah Ayerango,Football,6,,association football player,Ugandan footballer
Q134267921,Proscovia Nalweyiso,Other sport,6,,wrestler,Ugandan wrestler
Q134113012,Prosperous Namara,Other / unspecified,6,,rally driver,Motorsport rally driver
Q135111777,Prudence Nakato,Other sport,6,,netballer,Ugandan netball player
Q137325289,Rachael Kangumba,Other / unspecified,6,,industrial designer,"AUgandan creative, and industrial designer"
Q140637564,Razielle Naigaga,Other sport,6,,swimmer,Ugandan Swimmer
Q116603689,Rebecca Adia Moro,Other / unspecified,6,,,Uganda politician
Q134176911,Rebecca Kangabe,Academia & education,6,,lecturer,Lecturer
Q130415446,Rebecca Nansubuga,Activism & social work,6,,social worker,Ugandan social worker for refugee support and advocacy
Q117021751,Regina Laboke,Academia & education,6,,teacher,Founder and Principal at Mt of Olives College Kakiri.
Q139995934,Rehemah Nyanzi,Other / unspecified,6,,,
Q133848722,Resty Nalutaaya,Other sport,6,,golfer,Golfer
Q138161332,Resty Nanyonga,Politics & government,6,,politician,Ugandan Politician
Q134999680,Ritah Katusiime,Other sport,6,,netballer,Ugandan netball player
Q136953009,Ritah Kigozi,Arts & entertainment,6,,musician,Ugandan musician
Q130363697,Robina Kyomuhendo,Activism & social work,6,,social worker,Ugandan Strategic support for refugee programs activist/Social worker
Q133848674,Robinah Angom,Other sport,6,,golfer,Golfer
Q138006502,Robinah Rwakojo,Politics & government,6,,politician,Ugandan Politician
Q139270051,Ronah Arinanye Tugume,Other / unspecified,6,,,Academic Registrar
Q137996797,Rose Acayo,Politics & government,6,,politician,Ugandan politician
Q133864862,Rosemary Bareebe Ngabirano,Other / unspecified,6,,high court judge,Acting High Court Judge
Q138003561,Rosette Asiimwe,Politics & government,6,,politician,Ugandan Politician
Q124327472,Rukia Nabbanja,Media & writing,6,,journalist,"freelance journalist based in Kampala, Uganda"
Q133848834,Rukia Nalwoga,Other sport,6,,golfer,Golfer
Q133865672,Ruth Ashaba,Other / unspecified,6,,communications officer,Senior Communications Officer at the Judiciary of Uganda
Q133848556,Ruth Nantongo,Other / unspecified,6,,laboratory technician,Laboratory technician
Q134267768,Sarah Enokokin,Other / unspecified,6,,rowing,Rowing player
Q126814095,Sarah Kiyimba,Other / unspecified,6,,hotel manager,"Resident District Commissioner, Rakai"
Q130363449,Sarah Nabirye,Activism & social work,6,,activist,Ugandan Refugees and Livelihoods activist
Q28972959,Sarah Natumanya,Other / unspecified,6,,,Educator
Q136701689,Senya,Other / unspecified,6,1986-01-01T00:00:00Z,tailor,Kakwa name given to a woman
Q134175575,Shabibah Nakirijja,Academia & education,6,,lecturer,Lecturer
Q135105155,Shakirah Nabukalu,Other sport,6,,netballer,Ugandan netball player
Q134999524,Shamirah Ayikoru,Other sport,6,,netballer,Ugandan netball player
Q135177412,Sharifa Nanyanzi,Other sport,6,,netballer,Ugandan netball player
Q135177157,Sharon Nansereko,Other sport,6,,netballer,Ugandan netball player
Q135225930,Sharon Pita,Other sport,6,,netballer,Ugandan netball player
Q130364069,Sheila Kizito,Activism & social work,6,,social worker,Ugandan Outreach Coordinator for refugees
Q134286823,Sheila Nabachwa Muwanga,Activism & social work,6,,human rights defender,Ugandan Human rights defender and activist
Q133865587,Sheila Wamboga,Other / unspecified,6,,communications officer,Principal Communications Officer in the Judiciary of Uganda
Q112399848,Shelley Van Heusen,Arts & entertainment,6,,artist,Ugandan artist
Q140284979,Shirley Cathy Byakutaaga,Media & writing,6,,"writer, researcher",Ugandan Author
Q122184322,Ssekabembe Beatrice,Academia & education,6,,"librarian, university teacher",Ugandan librarian
Q122184415,Ssekabembe Beatrice,Academia & education,6,,"librarian, university teacher",
Q136408865,Sumayiah Nalumu,Football,6,,association football player,Ugandan footballer
Q140278232,Susan. N. Kiguli,Media & writing,6,,poet,author
Q133872154,Swabra Mutesi,Other / unspecified,6,,weightlifter,Ugandan weightlifter
Q135086698,Sylvia Annet Alalo,Other sport,6,,netballer,Ugandan netball player
Q133871776,Sylvia Meeme,Other / unspecified,6,,military officer,Military officer
Q134999727,Sylvia Musene,Other sport,6,,netballer,Ugandan netball player
Q140461765,Tara Ambale,Other sport,6,,swimmer,Ugandan swimmer
Q133887808,Thuwaibah Kiggundu,Other / unspecified,6,,field hockey player,Field hockey player
Q131298492,Tikia Grace Aludria,Other / unspecified,6,,blogger,writer and blogger
Q139819023,Tina Athaide,Media & writing,6,,writer,author
Q139378867,Tindyebwa Peace Tushabomwe,Other / unspecified,6,,,Secretary
Q136089502,Titol Chebet Lavenda,Other sport,6,,netballer,Ugandan Netball Player
Q137993900,Tracy Ninsiima,Politics & government,6,,politician,Ugandan politician
Q131401935,Tukamuhebwa Beatrice,Arts & entertainment,6,,actor,Ugandan Actress
Q137357374,Tumusiime Jackie,Other / unspecified,6,,costume designer,costume designer
Q139995956,Veronica Namagembe,Other / unspecified,6,,,
Q134081871,Victoria Byenkya,Other / unspecified,6,,manager,A manager of Women in Business at DFCU Bank Uganda
Q135179293,Victoria Nantumbwe,Other sport,6,,netballer,Ugandan netball player
Q131248448,Victoria Ndamurani,Other / unspecified,6,,"student, jurisprudence",Ugandan beauty Queen
Q138750389,Viola Kusasira,Other / unspecified,6,,news media,media personel
Q135232334,Viola Nakazibwe,Other sport,6,,netballer,Ugandan netball player
Q110397348,Winfred Nabisinde,Politics & government,6,,judge,Ugandan judge
Q133865614,Winfred Naigaga Kyobiika,Other / unspecified,6,,chief magistrate,Chief Magistrate at Nsangi Court
Q133872810,Winnie Musuya,Other sport,6,,golfer,Golfer
Q134055270,Zaimati Nabafu,Other sport,6,,pool player,Ugandan pool table player
Q140164375,violet barungi,Media & writing,6,,writer,author
Q138161351,,Politics & government,6,,politician,Ugandan Politician
Q140265467,,Other / unspecified,6,,,orcid 0000-0002-4986-5713
Q135426525,Abwoli Mwajuma,Other sport,5,,boxer,Ugandan Boxer
Q134964189,Achesa Achieng Teopista,Other sport,5,,netballer,Ugandan netball player
Q137990958,Agnes Amede,Politics & government,5,,politician,Ugandan politician
Q133872140,Aisha Namataka,Other / unspecified,5,,weightlifter,Weight lifter
Q139270059,Akello Jacqueline,Other / unspecified,5,,,Research Grants Administrator
Q130364086,Akello Lydia,Activism & social work,5,,social worker,Ugandan Programs Coordinator for refugees and Migration
Q139848286,Akello Miriam,Media & writing,5,,writer,Ugandan author
Q133818555,Alice Kutyamukama Gitta,Academia & education,5,,lecturer,Writing Article at WikiGap 2025ug
Q130537226,Alice Namubiru,Activism & social work,5,,social worker,Ugandan social worker for community support and integration
Q135925655,Alice Rukia,Other sport,5,,netballer,Ugandan netball player
Q133460432,Amono Florence,Other sport,5,,netballer,Ugandan netball player
Q139995928,Ann Kyalwazi,Other / unspecified,5,,,
Q137999794,Annet Nakyanja Mawejje,Politics & government,5,,politician,Ugandan Politician
Q139995960,Annette Tumwijukye,Other / unspecified,5,,,
Q136952251,Aroma Music,Arts & entertainment,5,,musician,Ugandan musician
Q133857539,Arua Gazelle,Other / unspecified,5,,athletics,Water jumper Athlete
Q126478535,Ashe Semango,Other / unspecified,5,,painter,Ugandan contemporary artist
Q133872836,Assa Nambogwe,Other sport,5,,golfer,Golfer
Q139996058,Baganda Eunice,Other / unspecified,5,,,
Q124666183,Bahati Remmy,Media & writing,5,,journalist,Ugandan journalist
Q111082562,Bakeine Mabel Lilian Komugisha,Politics & government,5,1957-03-08T00:00:00Z,politician,Ugandan Politician
Q125560260,Barbara Nalweyiso,Media & writing,5,,journalist,journalist in Uganda
Q133261656,Barbara Ofwono Buyondo,Business & finance,5,,entrepreneur,entrepreneur winner of the United Nation's Women in Business Award
Q122181936,Beatrice Aliba,Other / unspecified,5,,archivist,Ugandan archivist
Q130416577,Beatrice Nakitende,Activism & social work,5,,social worker,Ugandan social worker for refugee aid and support
Q133856903,Beatrice Patience Ayikoru,Other / unspecified,5,,general secretary,Secretary General Uganda Olympic Committee
Q133872387,Berna Musanabera,Other sport,5,,golfer,Golfer
Q133573632,Betty Ekochu,Other / unspecified,5,,Doctor of Medicine,Ugandan Medical Doctor
Q133856980,Betty Nabifo,Other / unspecified,5,,canoe sprint,Canoe Splinter
Q134959355,Betty Okwir,Politics & government,5,,politician,Ugandan politician
Q135088180,Bredia Kyomukama,Other sport,5,,netballer,Ugandan netball player
Q133863507,Brenda Adokorach,Other / unspecified,5,,handball player,Hand ball player
Q133864762,Bukirwa Faridah Shamilah,Other / unspecified,5,,high court judge,Acting High Court Judge
Q131401030,Carol Komeza,Arts & entertainment,5,,singer,Ugandan Musician
Q136814236,Caroline Ariba,Media & writing,5,,novelist,Ugandan writer
Q133872372,Cathy Kwagala,Other sport,5,,golfer,Golfer
Q132722042,Chebet Everlyne Kubarika,Other / unspecified,5,,"mayor, local politician","Ugandan local politician, mayor of Kapchorwa"
Q125391825,Christina Okello,Media & writing,5,,journalist,"Ugandan-born journalist in Paris, France"
Q133873169,Cissy Nabazinga Kagaba,Law,5,,lawyer,Ugandan lawyer and human rights activist
Q110397345,Damalie Lwanga,Politics & government,5,,judge,Ugandan judge
Q137357332,Daphine Aritua,Other / unspecified,5,,painter,painter
Q137997834,Daphine Draza,Politics & government,5,,politician,Uganda Politician
Q134984890,Daphine Nagabania,Other sport,5,,netballer,Ugandan netball player
Q137997991,Deborah Akiteng,Politics & government,5,,politician,Ugandan Politician
Q133852663,Deborah Nakijoba,Other sport,5,,netballer,Ugandan netball player
Q133863452,Diana Nakamya,Other / unspecified,5,,handball player,Hand ball player
Q130416481,Diana Nakato,Activism & social work,5,,social worker,Ugandan social worker in food and nutrition security
Q133863428,Diana Tiperu,Other / unspecified,5,,handball player,Hand ball player
Q130416449,Doreen Nalubega,Activism & social work,5,,social worker,Ugandan social worker for refugee support and advocacy
Q111441238,Doreen Nassali,Other sport,5,,boxer,Ugandan Boxer Coach
Q139995940,Dorothy Ngabilano,Other / unspecified,5,,,
Q120799383,Elizabeth Lwanga,Academia & education,5,,"librarian, researcher","Ugandan librarian, LIS educator and administrator"
Q134078225,Elone Ainebyoona,Other / unspecified,5,,policy analyst,Governance and public policy analyst
Q140469798,Elsa Rose Mikisa Lumu,Other sport,5,,,Ugandan swimmer
Q137993602,Emily Kugonza,Politics & government,5,,politician,Ugandan politician
Q133894898,Esther Namata,Arts & entertainment,5,,dancer,dancer
Q139376921,Esther Uwimaana,Other / unspecified,5,,molecular biologist,Ugandan molecular biologist
Q137208917,Ezekiel Joviah,Other / unspecified,5,,visual artist,interior designer
Q134999775,Ezon Nakasoma,Other sport,5,,netballer,Ugandan netball player
Q133857461,Faith Namugga,Other sport,5,,rugby player,Rugby
Q133880186,Faith Nganda,Other / unspecified,5,,pool,Professional Pool table player
Q118383105,Fatia Kiyange,Activism & social work,5,,human rights defender,Human Rights Activist in Uganda
Q131437040,Felista Di Super Star,Other / unspecified,5,,"student, rapper",Ugandan Musician
Q133881293,Femia Awor,Other sport,5,,volleyball player,Volleyball player
Q136682817,Flavia Kiconco,Other / unspecified,5,,environmentalist,Environmental Activist
Q110397359,Florence Nakachwa,Politics & government,5,,judge,Ugandan judge
Q134175536,Florence Nambooze Bbaale,Other / unspecified,5,,surveyor,Land surveyor
Q133872456,Frista Birabwa,Other sport,5,,golfer,Golfer
Q139710716,Fuorr. ampala,Media & writing,5,,writer,Author
Q133842590,Gloria Aya,Other sport,5,,netballer,Ugandan netball player
Q138456235,Grace Nakato Auma,Politics & government,5,,politician,Ugandan politician
Q133463867,Hadijah Namuyanja,Other / unspecified,5,,association football coach,Ugandan football player coach
Q135179312,Hajarah Nabatanzi,Other sport,5,,netballer,Ugandan netball player
Q134959385,Hajat Farida Katerega,Politics & government,5,,politician,Ugandan politician
Q140470854,Hannah Keza Kengoro,Other sport,5,,,Ugandan swimmer
Q133872364,Harriet Kitaka,Other sport,5,,golfer,Golfer
Q138003728,Harriet Sari,Other / unspecified,5,,,Ugandan Politician
Q136772978,Hatmah Nalugwa Sekaaya,Media & writing,5,,journalist,Ugandan journalist
Q133863465,Hilda Abangit,Other / unspecified,5,,handball player,Hand ball player
Q133887653,Hildah Balondemu,Other / unspecified,5,,field hockey player,Field Hockey player
Q139995944,Hope Kabuchu,Other / unspecified,5,,,
Q110397352,Immaculate Busingye,Politics & government,5,,judge,Ugandan judge
Q133887662,Irene Atim,Other / unspecified,5,,field hockey player,Field Hockey player
Q137999727,Irene Melinda Nantumbwe,Politics & government,5,,politician,Ugandan Politician
Q133852857,Irene Nekesa,Other / unspecified,5,,table tennis player,Table Tennis player
Q133887947,Irene Nyapendi,Other / unspecified,5,,field hockey player,Field Hockey player
Q131341181,Jackie Tusiime,Arts & entertainment,5,,artist,former Ugandan Musician
Q137992781,Jacklyne Tukamushaba,Politics & government,5,,politician,Ugandan politician
Q126845280,Janat Akorimoe Akech,Politics & government,5,,politician,Ugandan politician
Q130416287,Jane Achieng,Activism & social work,5,,social worker,Ugandan Social worker in Refugee support and migration assistance
Q133868453,Jane Ajilo,Other sport,5,,athlete,Athlete
Q110397356,Jane Okuo,Politics & government,5,,judge,Ugandan judge
Q137274410,Jane Twinomugisha,Arts & entertainment,5,,artist,Gallery officer at Ndejje university in Uganda
Q133887951,Janet Nakato,Other / unspecified,5,,field hockey player,Field hockey player
Q116604347,Jannet Auma Okullo,Other / unspecified,5,,,Uganda politician
Q110397357,Jeanne Rwakakooko,Politics & government,5,,judge,Ugandan judge
Q133460236,Jeninah Atwebembeire,Academia & education,5,,university teacher,Ugandan academician
Q133863439,Jesca Nakamaanya,Other / unspecified,5,,handball player,Hand ball player
Q133872481,Joan Julian Nampewo,Other sport,5,,golfer,Golfer
Q133881281,Joan Nabuuto,Other sport,5,,volleyball player,Volleyball player
Q130365607,Joannah Nanjekye,Other / unspecified,5,,software engineer,Vice-chair Python Software Foundation
Q131362488,Jowy Landa,Arts & entertainment,5,,musician,Ugandan musician
Q133872462,Joyce Kisembo,Other sport,5,,golfer,Golfer
Q133255199,Joyce Kyalema,Business & finance,5,,entrepreneur,entrepreneur winner of the United Nation's Women in Business Award
Q133863564,Joyce Namutosi,Other / unspecified,5,,handball player,Ugandan handball player
Q139836636,Joyce Tamale,Other / unspecified,5,,author,Author
Q136841741,Judith Barbirye,Other / unspecified,5,,gospel musician,Ugandan gospel artist
Q133459983,Judith Irene Nagasha,Academia & education,5,,lecturer,Ugandan academician
Q139996081,Juliet Mary Tumuhairwe,Other / unspecified,5,,,
Q136881751,Justine Nantume,Media & writing,5,,"musician, television presenter",Ugandan musician actress and presenter
Q141267496,Kate Kiiza,Other / unspecified,5,,,Ugandan banking executive
Q137440171,Katrina Nilzero,Arts & entertainment,5,,"fashion designer, model","fashionista, model"
Q135088252,Katusiime Mukidi,Other sport,5,,netballer,Ugandan netball player
Q139996041,Kesiime Peace,Other / unspecified,5,,,
Q116977186,Kibowa Faridah Hajjat,Politics & government,5,,"politician, women's rights activist","Ugandan politician, Chairperson of the National Women Council"
Q139605939,"Kokunda, Patience",Media & writing,5,,writer,writer
Q139270070,Kyasiimire Doreen,Other / unspecified,5,,,
Q124637661,Laura Nyirinkindi,Other / unspecified,5,,consultant,women’s rights expert
Q124651492,Lilian Namagembe,Media & writing,5,,journalist,Ugandan journalist
Q133859027,Lilibert Moira Musiime,Academia & education,5,,lecturer,Assistant Lecturer Law & Jurisprudence at Kabale University
Q122181934,Lillian Ariso,Other / unspecified,5,,archivist,Ugandan archivist
Q134510844,Lillian Nakitende,Other / unspecified,5,,photojournalist,
